activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000274,Raghurajpur Heritage Craft Village Cultural Immersion,Puri,Odisha,Puri,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Raghurajpur Heritage Crafts Village,Yes,"Department of Tourism, Government of Odisha & INTACH",https://odishatourism.gov.in/,"Village walking trail through India's premier artisanal village where every household creates Pattachitra cloth scroll paintings, palm-leaf engravings, and Gotipua dance performances.",Situated 14 km north of Puri town.
ACT000275,Hirakud Reservoir Island Boating Cruise,Sambalpur,Odisha,Sambalpur,Water,Boating,Leisure Tourism,Beginner,Year-round,Hirakud Dam Reservoir & Debrigarh Wildlife Sanctuary Jetty,Yes,Odisha Tourism Development Corporation (OTDC),https://odishatourism.gov.in/,"Motorboat cruises across the massive 743-sq-km water body formed by the world's longest earthen dam, offering wildlife viewing of Debrigarh shoreline.",Located 15 km northwest of Sambalpur.
ACT000276,Rock-Cut Jain Monasteries Archaeological Walk,Udayagiri,Odisha,Khordha,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Udayagiri and Khandagiri Caves (Hathigumpha & Rani Gumpha),Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Stone-cut trail visiting 33 rock-hewn cells constructed by King Kharavela in 2nd century BCE, featuring the 17-line Brahmi Brahmi script Hathigumpha inscription.",Located on the western outskirts of Bhubaneswar in Khordha district.
ACT000277,Coastal Promenade & Pier Leisure Walk,Karaikal,Puducherry,Karaikal,Leisure,Scenic Tour,Leisure Tourism,All Levels,Year-round,Karaikal Beach & Arasalar River Estuary,Yes,Karaikal District Administration & Pondicherry Tourism,https://karaikal.gov.in/tourist-places/,"Coastal walkway strolls along the wide sandy beach, boating on the Arasalar river, and visiting Karaikal Ammaiyar spiritual shrines.",Located on the coastline of Karaikal town.
ACT000278,Colonial Riverside Walkway & Flagstaff Heritage Trail,Mahe,Puducherry,Mahe,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Mahe Riverside Walkway & Tagore Park,Yes,Mahe Administration & Tourism Department,https://mahe.gov.in/tourist-places/,"Paved riverbank pedestrian walkway along the Mayyazhi river, French colonial monuments, and St. Teresa's shrine.",Situated along the Mahe river in Mahe enclave.
ACT000279,Scuba Diving & Artificial Reef Dives,Puducherry,Puducherry,Puducherry,Adventure,Scuba Diving,Adventure Tourism,Beginner,Seasonal,Temple Adventures Dive Sites (Aravind's Wall & 4 Corners),Yes,Pondicherry Tourism & Temple Adventures (PADI 5-Star),https://pondicherrytourism.org/,"PADI certified scuba diving at India's premier east coast mainland diving hub exploring massive 40-meter wall drop-offs, artificial reefs, and manta rays.",Dive boats depart from Puducherry fishing harbour.
ACT000280,French Quarter Colonial Heritage Cycling Tour,Puducherry,Puducherry,Puducherry,Cultural,Cycling,Heritage Tourism,Beginner,Winter,White Town (French Quarter) & Tamil Quarter,Yes,Pondicherry Tourism & INTACH Pondicherry,https://pondicherrytourism.org/,"Guided bicycle tour through French colonial streetscapes, pastel mustard-yellow villas, bougainvillea archways, and Tamil veranda architecture.",Traverses White Town adjacent to the Promenade in central Puducherry.
ACT000281,Chunnambar Backwater Boating & Paradise Beach Ferry,Puducherry,Puducherry,Puducherry,Water,Boating,Leisure Tourism,Beginner,Year-round,Chunnambar Boat House to Plage Paradiso (Paradise Beach),Yes,Pondicherry Tourism Development Corporation (PTDC),https://pondicherrytourism.org/,"Motorboat, speed boat, and pedal boat ferry through backwater creeks leading to the isolated golden sand Paradise Beach.",Boat house is located 8 km south of Puducherry city center.
ACT000282,Gautami Godavari Riverfront Promenade & Boat Cruise,Yanam,Puducherry,Yanam,Water,Boating,Leisure Tourism,Beginner,Year-round,Yanam Riverfront Promenade (Gautami Godavari River),Yes,Yanam Administration & Pondicherry Tourism,https://yanam.gov.in/tourist-places/,"Pleasure boat cruises along the Gautami Godavari and Coringa mangrove channels, accompanied by walks along the waterfront featuring giant sculptures and an Eiffel Tower replica.",Located along the riverfront in Yanam.
ACT000283,Golden Temple Spiritual Parikrama & Langar Seva,Amritsar,Punjab,Amritsar,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Sri Harmandir Sahib (Golden Temple) Complex,Yes,Shiromani Gurdwara Parbandhak Committee (SGPC) & Punjab Tourism,https://punjabtourism.punjab.gov.in/,"Circumambulation around the sacred Amrit Sarovar, listening to Gurbani Kirtan, and volunteering at the world's largest community kitchen serving 100,000 meals daily.",Located in the center of Amritsar city.
ACT000284,Beating Retreat Border Ceremony Experience,Amritsar,Punjab,Amritsar,Cultural,Cultural Tour,Cultural Tourism,All Levels,Year-round,Attari-Wagah Border Joint Checkpost,Yes,Border Security Force (BSF) & Punjab Tourism,https://bsf.gov.in/,Daily ceremonial drill and lowering of the national flags performed by BSF and Pakistan Rangers in a massive spectator amphitheater.,Located 28 km west of Amritsar on the Grand Trunk Road.
ACT000285,Old City Guided Street Food & Culinary Walk,Amritsar,Punjab,Amritsar,Cultural,Culinary Tour,Cultural Tourism,Beginner,Winter,"Heritage Street, Town Hall, Katra Ahluwalia & Hall Bazaar",Yes,Punjab Heritage and Tourism Promotion Board (PHTPB),https://punjabtourism.punjab.gov.in/,"Curated walking food tour sampling authentic Amritsari kulcha, sweet lassi, jalebi, and slow-simmered dal makhani.",Runs along the pedestrian Heritage Street in central Amritsar.
ACT000286,Sukhna Lake Boating & Leisure Walk,Chandigarh,Punjab,SAS Nagar,Water,Boating,Leisure Tourism,Beginner,Year-round,Sukhna Lake & Mohali Tri-City Leisure Circuit,Yes,Punjab Tourism & CITCO,https://punjabtourism.punjab.gov.in/,Sukhna Lake boating and urban garden walks representing the shared capital recreation zone.,Chandigarh (Punjab entry) represents the shared tri-city area of SAS Nagar (Mohali) and Chandigarh.
ACT000287,Harike Wetland Boat Safari & Dolphin Spotting,Firozpur,Punjab,Firozpur,Wildlife,Safari,Wildlife Tourism,Beginner,Winter,Harike Wildlife Sanctuary & Ramsar Wetland,Yes,Punjab Wildlife Department & WWF-India,https://ferozepur.nic.in/tourist-place/harike-wild-life-sanctuary/,"Boat safaris at the confluence of Beas and Sutlej rivers, renowned for wintering migratory waterfowl and rare Indus River Dolphins.","Harike sanctuary lies along the Firozpur district border, 50 km from Firozpur city."
ACT000288,Joint Retreat Ceremony & Martyrs Memorial Tour,Firozpur,Punjab,Firozpur,Cultural,Cultural Tour,Heritage Tourism,All Levels,Year-round,Hussainiwala Border & National Martyrs Memorial,Yes,Border Security Force & Punjab Tourism,https://ferozepur.nic.in/tourist-place/national-martyrs-memorial-hussainiwala/,"Daily evening retreat ceremony performed by BSF and homage visit to the cremation site of Shaheed Bhagat Singh, Rajguru, and Sukhdev.",Located 11 km west of Firozpur on the Indo-Pakistan border.
ACT000289,Keshopur-Chhamb Community Wetland Bird Safari,Gurdaspur,Punjab,Gurdaspur,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Keshopur-Chhamb Community Reserve (Ramsar Site),Yes,Punjab Department of Forests and Wildlife Preservation,https://gurdaspur.nic.in/tourist-places/,"India's first declared Community Reserve and Ramsar Site, featuring high-capacity watchtowers observing over 25,000 wintering migratory birds.",Located 5 km from Gurdaspur town center.
ACT000290,Ramsar Wetland Bird Watching & Boating,Kapurthala,Punjab,Kapurthala,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Kanjli Wetland (Ramsar Site),Yes,Punjab Department of Forests and Wildlife Preservation,https://kapurthala.nic.in/tourist-place/kanjli-wetland/,"Paddle boating and winter bird watching on the Kali Bein river barrage, an internationally recognized Ramsar wetland.",Located 5 km outside Kapurthala city.
ACT000291,Indo-French Palace Heritage Walk,Kapurthala,Punjab,Kapurthala,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Jagatjit Palace (Sainik School) & Moorish Mosque,Yes,Punjab Tourism & Kapurthala District Administration,https://kapurthala.nic.in/tourist-places/,Architectural guided walk through French Renaissance-inspired Jagatjit Palace and the Moroccan-styled Moorish Mosque.,Located within Kapurthala municipal limits.
ACT000292,Qila Mubarak & Phulkari Craft Heritage Walk,Patiala,Punjab,Patiala,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Qila Mubarak Complex & Sheesh Mahal,Yes,Punjab Tourism Development Corporation,https://patiala.nic.in/tourist-places/,"Historical walk through 18th-century Sikh palace architecture, royal armoury, and traditional Phulkari embroidery artisan quarters.",Located in the heart of Patiala city.
ACT000293,Wetland Boating & Bird Watching Safari,Rupnagar,Punjab,Rupnagar,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Ropar Wetland & Lake (Ramsar Site),Yes,Punjab Department of Forests and Wildlife Preservation,https://rupnagar.nic.in/tourist-places/,"Winter bird watching tours observing migratory birds including ferruginous pochard and Eurasian coot, alongside boat rides on the Sutlej river barrage.",Directly adjacent to Rupnagar town.
ACT000294,Boating on Sacred Nakki Lake,Abu,Rajasthan,Sirohi,Water,Boating,Leisure Tourism,Beginner,Year-round,"Nakki Lake, Mount Abu",Yes,Mount Abu Municipality & Rajasthan Tourism,https://www.tourism.rajasthan.gov.in/mount-abu.html,"Paddle and row boating on India's first man-made high-altitude lake (1,200m) framed by sacred hills and Toad Rock.",Forms the center of Mount Abu hill station.
ACT000295,Rock Climbing & Nature Trekking,Abu,Rajasthan,Sirohi,Adventure,Rock Climbing,Adventure Tourism,Moderate,Winter,"Toad Rock, Guru Shikhar & Mount Abu Wildlife Sanctuary",Yes,Swami Vivekanand Institute of Mountaineering & Mount Abu Forest Division,https://forest.rajasthan.gov.in/,"Natural granite rock climbing, bouldering, and forest trails leading up to Rajasthan's highest elevation Guru Shikhar (1,722m).",Traverses the granite ridgelines of Mount Abu.
ACT000296,Sufi Dargah Spiritual Walk & Qawwali Immersion,Ajmer,Rajasthan,Ajmer,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Dargah Sharif of Khwaja Moinuddin Chishti & Ana Sagar Lake,Yes,Dargah Committee & Rajasthan Tourism,https://www.tourism.rajasthan.gov.in/ajmer.html,"Spiritual pilgrimage walking tour through the 13th-century Sufi shrine, evening Sama/Qawwali devotional music sessions, and lakeside walk on Ana Sagar marble pavilions.",Located in the heart of Ajmer city.
ACT000297,Sariska Tiger Reserve Wildlife Jeep Safari,Alwar,Rajasthan,Alwar,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Sariska Tiger Reserve (Sariska & Tehla Gates),Yes,Rajasthan Forest Department & NTCA,https://fmdss.forest.rajasthan.gov.in/,"Official gypsy safaris inside the dry deciduous scrub forest of the Aravalli hills tracking relocated Royal Bengal tigers, leopards, and sambar.",Sariska is situated 35 km southwest of Alwar city.
ACT000298,Lake Boating & Palace Cruise,Alwar,Rajasthan,Alwar,Water,Boating,Leisure Tourism,Beginner,Year-round,Siliserh Lake Palace & Reservoir,Yes,Rajasthan Tourism Development Corporation (RTDC),https://www.tourism.rajasthan.gov.in/alwar.html,Motorboating and speedboating operated by RTDC on the 7-sq-km scenic lake surrounding the 19th-century royal lake palace.,Located 13 km southwest of Alwar city.
ACT000299,Amer Fort Heritage Walk & Stepwell Exploration,Amer,Rajasthan,Jaipur,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Amer Fort UNESCO Citadel & Panna Meena Ka Kund,Yes,Archaeological Survey of India & Rajasthan Tourism,https://www.tourism.rajasthan.gov.in/jaipur.html,"Historical walking tour exploring Sheesh Mahal, Diwan-e-Aam, subterranean secret escape tunnels to Jaigarh, and the 16th-century geometric stepwell Panna Meena Ka Kund.",Located at the historic capital township of Amer.
ACT000300,Mahabar Sand Dunes Camel Ride & Artisan Trail,Barmer,Rajasthan,Barmer,Cultural,Handicraft Experience,Desert Tourism,Beginner,Winter,Mahabar Sand Dunes & Traditional Ajrakh Artisan Centers,Yes,Barmer District Administration & Rajasthan Tourism,https://barmer.rajasthan.gov.in/tourist-places/,Camel joyrides across desert sand dunes and studio visits observing centuries-old woodblock printed Ajrakh textiles and hand-carved wooden furniture.,Located 5 km outside Barmer town.
ACT000301,UNESCO Wetland Bird Watching & Rickshaw Safari,Bharatpur,Rajasthan,Bharatpur,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Keoladeo National Park (UNESCO World Heritage Site),Yes,Rajasthan Forest Department & UNESCO World Heritage,https://forest.rajasthan.gov.in/,"Trained cycle-rickshaw puller guides and pedestrian wetland trails viewing over 370 species of resident and migratory waterfowl, painted storks, and cranes.",Entry gate is located directly on the edge of Bharatpur city.
ACT000302,National Camel Research Centre Tour & Ride,Bikaner,Rajasthan,Bikaner,Cultural,Agro Tourism,Agro Tourism,Beginner,Year-round,"ICAR - National Research Centre on Camel (NRCC), Jorbeer",Yes,Indian Council of Agricultural Research (ICAR) & Rajasthan Tourism,https://nrccamel.icar.gov.in/,"Educational research farm tours, camel riding, camel milk ice cream tasting, and viewing breeding herds of Bikaneri, Jaisalmeri, and Marwari breeds.",Located 8 km south of Bikaner city.
ACT000303,Rampuria Havelis & Junagarh Heritage Walk,Bikaner,Rajasthan,Bikaner,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Old City Walled Mohallas, Rampuria Havelis & Junagarh Fort",Yes,Rajasthan Tourism,https://www.tourism.rajasthan.gov.in/bikaner.html,"Guided walking tour through intricate red dulmera sandstone havelis featuring Victorian, Rajput, and Mughal architectural fusion.",Located in the historic walled center of Bikaner.
ACT000304,Stepwells (Baoris) & Miniature Painting Heritage Walk,Bundi,Rajasthan,Bundi,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Raniji Ki Baori, Dhabhai Kund & Garh Palace Chitrashala",Yes,Archaeological Survey of India & Rajasthan Tourism,https://www.tourism.rajasthan.gov.in/bundi.html,"Curated walking tour exploring Bundi's famous stepwells with ornate carvings, combined with 18th-century fresco painting workshops at Garh Palace.",Located within the historic center of Bundi town.
ACT000305,UNESCO Hill Fort Heritage Circuit Tour,Chittaurgarh,Rajasthan,Chittorgarh,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Chittorgarh Fort Complex (Vijay Stambh, Kirti Stambh & Padmini Palace)",Yes,Archaeological Survey of India & RTDC,https://www.tourism.rajasthan.gov.in/chittorgarh.html,Walking and vehicle circuit of India's largest fort complex (700 acres) perched on a 180m high hill with sound & light show on Rajput valor.,Perched atop the plateau immediately above Chittaurgarh town.
ACT000306,Chambal River Dolphin Boat Safari & Machkund Walk,Dhaulpur,Rajasthan,Dholpur,Wildlife,Boat Safari,Eco Tourism,Beginner,Winter,National Chambal Sanctuary (Dholpur Ghat) & Machkund Teerth,Yes,Rajasthan Forest Department & Rajasthan Tourism,https://dholpur.rajasthan.gov.in/tourist-places/,"Motorboat safaris along the Chambal river observing wild gharials, mugger crocodiles, and Gangetic dolphins, combined with walking around the ancient Machkund temple tank.",Located 5 km from Dholpur city.
ACT000307,Gaib Sagar Lake Bird Watching & Boating,Dungarpur,Rajasthan,Dungarpur,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Gaib Sagar Lake & Juna Mahal Palace,Yes,Dungarpur District Administration & Rajasthan Tourism,https://dungarpur.rajasthan.gov.in/tourist-places/,Bird watching boat tours observing thousands of resident and migratory waterfowl alongside 13th-century ornate stone palace walk.,Adjoins Dungarpur town center.
ACT000308,Hot Air Balloon Safari,Jaipur,Rajasthan,Jaipur,Adventure,Hot Air Ballooning,Adventure Tourism,Beginner,Seasonal,Amber Fort & Samode Launch Sites,Yes,Rajasthan Tourism & SkyWaltz (DGCA Authorized),https://www.tourism.rajasthan.gov.in/jaipur.html,"DGCA-approved commercial passenger hot air balloon flights over the Aravalli hills, Amber valley, and historic rural villages of Jaipur.",Launch sites are situated 12 to 25 km north of Jaipur along the Amber-Delhi corridor.
