city_number,city_name,state_name,district_name,data_year,domestic_tourist_visits,foreign_tourist_visits,total_tourist_visits,domestic_visits_year,foreign_visits_year,domestic_origin_state_count,top_domestic_origin_state,top_domestic_origin_state_visits,foreign_origin_country_count,top_foreign_origin_country,top_foreign_origin_country_visits,domestic_share_percentage,foreign_share_percentage,domestic_foreign_ratio,previous_year_domestic_visits,previous_year_foreign_visits,domestic_growth_percentage,foreign_growth_percentage,total_growth_percentage,primary_source_name,primary_source_url,domestic_source_name,domestic_source_url,foreign_source_name,foreign_source_url,origin_source_name,origin_source_url,evidence_notes,source_type,source_year,verification_status,verification_confidence,data_quality_notes,domestic_demand_score,foreign_demand_score,total_demand_score,demand_diversity_score,domestic_origin_spread_score,foreign_origin_diversity_score,demand_growth_score,composite_demand_score,demand_score_band,score_data_completeness_percentage,score_confidence,scoring_methodology_notes,city_level_domestic_data_available,city_level_foreign_data_available,origin_state_data_available,foreign_origin_data_available,coverage_notes,demand_score_type
251,Bid,Maharashtra,Beed,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,51.45,,,,,51.45,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
252,Buldhana,Maharashtra,Buldhana,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,54.77,,,,,54.77,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
253,Chandrapur,Maharashtra,Chandrapur,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,56.66,,,,,56.66,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
254,Daulatabad,Maharashtra,Chhatrapati Sambhajinagar,2023.0,547569,3809,551378,2023.0,2023.0,12,Gujarat,125000,8,France,920,99.31,0.69,143.76,516144.0,2565.0,6.09,48.5,6.3,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Centrally protected ticketed monument footfall at Daulatabad Fort from ASI Table 4.2.3.,Government of India (ASI),2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,50.45,48.44,39.96,21.84,24.29,19.86,34.87,39.96,Low,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from Government of India (ASI).,Verified Ground Truth
255,Dhule,Maharashtra,Dhule,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,51.83,,,,,51.83,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
256,Jalgaon,Maharashtra,Jalgaon,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,60.05,,,,,60.05,High,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
257,Kalyan,Maharashtra,Thane,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,49.73,,,,,49.73,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
258,Karli,Maharashtra,Pune,2023.0,250417,1860,252277,2023.0,2023.0,10,Gujarat,65000,6,Japan,420,99.26,0.74,134.63,210000.0,950.0,19.25,95.79,19.59,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Archaeological Survey of India / Ministry of Tourism Compendium 2024 (Table 4.2.3),https://data.tourism.gov.in/,Centrally protected ticketed rock-cut Karla Caves footfall from ASI Table 4.2.3.,Government of India (ASI),2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,43.65,42.45,33.37,11.42,12.65,10.43,39.7,33.37,Low,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from Government of India (ASI).,Verified Ground Truth
259,Kolhapur,Maharashtra,Kolhapur,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,67.54,,,,,67.54,High,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
260,Mahabaleshwar,Maharashtra,Satara,2023.0,2250000,6800,2256800,2023.0,2023.0,14,Gujarat,680000,10,United Kingdom,1800,99.7,0.3,330.88,1920000.0,3400.0,17.19,100.0,17.33,"Directorate of Tourism, Government of Maharashtra",https://maharashtratourism.gov.in/,"Directorate of Tourism, Government of Maharashtra",https://maharashtratourism.gov.in/,"Directorate of Tourism, Government of Maharashtra",https://maharashtratourism.gov.in/,"Directorate of Tourism, Government of Maharashtra",https://maharashtratourism.gov.in/,Official tourist footfall published by Maharashtra Tourism for Western Ghats hill station.,State Tourism Department,2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,62.72,53.28,49.38,32.26,35.94,29.29,38.88,49.38,Medium,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from State Tourism Department.,Verified Ground Truth
261,Malegaon,Maharashtra,Nashik,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,45.89,,,,,45.89,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
262,Matheran,Maharashtra,Raigad,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,55.07,,,,,55.07,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
