cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0326,Pethapur Wooden Block Making for Textile Printing,Gandhinagar,Gujarat,Gandhinagar,Handicraft,Carved Teakwood Printing Blocks,Arts & Crafts Tourism,"300-year-old artisan craft in Pethapur village carving seasoned teakwood blocks with microscopic geometric and floral precision, supplying block printers worldwide.",National,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented premier wooden block carving center of India.,Located at Pethapur in Gandhinagar district.
CULT_0327,Panchmahal Tribal Pithora Wall Painting and Bamboo Crafts,Godhra,Gujarat,Panchmahal,Traditional Art,Sacred Ritual Horse Murals and Cane Weaving,Indigenous/Tribal Tourism,"Sacred wall paintings executed by Rathwa and Nayak tribes to thank Baba Pithora, depicting the divine wedding procession of horses across plastered walls.",National,Not Listed,Not GI Registered,Yes,"Tribal Research and Training Institute, Gujarat",https://www.gujarattourism.com/,Documented tribal art form under state tribal welfare.,Practiced by indigenous tribes in Panchmahal district.
CULT_0328,Jamnagari Bandhani Tie-and-Dye Craft,Jamnagar,Gujarat,Jamnagar,Handloom/Textile,Resist Dyeing on Silk and Georgette,Arts & Crafts Tourism,"Finest tie-and-dye craft where artisans use pointed fingernails (Nakhaliya) to tie thousands of tiny knots on silk and georgette fabrics, using Rangmati River water to achieve vivid red and yellow colors.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/149,Registered under GI Application No. 149 as Jamnagari Bandhani.,Practiced by Khatri artisan communities in Jamnagar.
CULT_0329,Gir Kesar Mango and Gujarati Bhavai Folk Theatre,Junagadh,Gujarat,Junagadh,Traditional Product,Sweet Saffron Mango Cultivation and Folk Theatre,Culinary Tourism,"Cultivation of the fragrant, saffron-colored Gir Kesar mango in the foothills of Mount Girnar, alongside traditional outdoor Bhavai satirical folk theatre performed by Nayak and Bhojak actors.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/185,Registered under GI Application No. 185 as Gir Kesar Mango.,Grown and traded in Junagadh and surrounding Gir foothills.
CULT_0330,Kandla Maritime Trade Folklore and Dhow Navigational Traditions,Kandla,Gujarat,Kachchh,Oral Tradition/Folklore,Maritime Seafaring Lore and Coastal Navigation,Heritage Tourism,"Living seafaring folklore of the Kharwa and Bhadala sailor communities of the Gulf of Kutch, navigating wooden dhows across the Arabian Sea to the Persian Gulf and East Africa.",State,Not Listed,Not GI Registered,Yes,Deendayal Port Authority / Gujarat Maritime Board,https://kandlaport.gov.in/,Documented maritime historical heritage in port archives.,Centered at Kandla Port on the Gulf of Kutch.
CULT_0331,Khambhat Agate Stone Craft (Cambay Agates),Khambhat,Gujarat,Anand,Handicraft,"Semi-Precious Agate Cutting, Chipping, and Polishing",Arts & Crafts Tourism,"Ancient Harappan-origin lapidary craft baking rough agate pebbles in earthen pots to enhance color, chipped by hand with iron horns (Singlis), and ground into beads and cabochons.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/151,Registered under GI Application No. 151 as Agates of Cambay.,Practiced by master Akik stone workers in Khambhat.
CULT_0332,Charotar Wooden Haveli Architecture and Tobacco Craft,Kheda,Gujarat,Kheda,Traditional Architecture,Carved Teakwood Vernacular Mansions (Havelis),Heritage Tourism,"Elaborate 19th-century mercantile courtyard mansions (Havelis) featuring carved wooden facades, overhanging balconies (Jharokhas), and decorative brackets depicting dancing peacocks.",State,Not Listed,Not GI Registered,Yes,Gujarat Tourism / INTACH,https://www.gujarattourism.com/,Documented architectural heritage of the Charotar agricultural tract.,Located throughout historical neighborhoods of Kheda.
CULT_0333,Vadnagar Tana-Riri Classical Music Heritage,Mahesana,Gujarat,Mehsana,Music,Classical Raga Singing and Music Festival,Cultural Tourism,"Oral classical music tradition honoring sisters Tana and Riri who cured Tansen's burning fever by singing Raga Malhar, commemorated annually through the state-sponsored Tana-Riri Classical Music Festival.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi / Gujarat State Sangeet Natak Academy,https://www.gujarattourism.com/,"Documented classical musical memorial festival in Vadnagar, Mehsana district.",Centered at Vadnagar in Mehsana district.
CULT_0334,Morbi Traditional Terracotta and Ceramic Craftsmanship,Morbi,Gujarat,Morbi,Handicraft,Architectural Ceramic Tiles and Terracotta Potteries,Arts & Crafts Tourism,"Century-old clay and ceramic craftsmanship utilizing local clay beds along the Machchhu River, evolving into India's premier ceramic and terracotta tile cluster.",National,Not Listed,Not GI Registered,Yes,Ministry of MSME / Government of Gujarat,https://morbi.nic.in/,Designated national ceramic craft cluster supporting hundreds of units.,Centered in Morbi industrial artisan zones.
CULT_0335,Santram Temple Communal Service and Literary Heritage,Nadiad,Gujarat,Kheda,Cultural Practice,Philanthropic Spiritual Seva and Literary Circles,Cultural Tourism,"Historic spiritual institution of Santram Maharaj practicing unconditional community feeding and healthcare, paired with Nadiad's status as 'Sakshar Bhoomi' (Land of Literati, birthplace of Govardhanram Tripathi).",State,Not Listed,Not GI Registered,Yes,Gujarat Sahitya Akademi / Gujarat Tourism,https://www.gujarattourism.com/,Documented spiritual institution and literary heritage center.,Directly located at Santram Mandir in Nadiad.
CULT_0336,Parsi Zoroastrian Sacred Fire Rituals and Tanchoi Weaving,Navsari,Gujarat,Navsari,Cultural Practice,Zoroastrian Priestly Rituals and Silk Weaving,Cultural Tourism,"Parsi spiritual and cultural capital housing the historic Navsari Atash Behram where the sacred fire is tended with sandalwood, alongside Tanchoi silk weaving brought by the Joshi family from China.",National,Not Listed,Not GI Registered,Yes,Ministry of Minority Affairs / Gujarat Tourism,https://www.gujarattourism.com/,Protected Zoroastrian cultural center under the Jiyo Parsi heritage framework.,Directly located in Navsari.
CULT_0337,Okha Coastal Seashell and Conch Craftsmanship,Okha,Gujarat,Devbhumi Dwarka,Handicraft,Carved Shankh (Conch) and Coral Shell Artifacts,Arts & Crafts Tourism,"Traditional artisan craft collecting, polishing, and engraving sacred conch shells (Shankh) and seashells into blowing shells, bangles, and table inlays along Bet Dwarka waters.",Institutional,Not Listed,Not GI Registered,Yes,Gujarat State Handicrafts and Handloom Development Corporation (GSHHDC),https://www.gujarattourism.com/,Documented coastal handicraft cluster.,Practiced by artisan families around Okha port.
CULT_0338,Palanpur Attar Perfumery and Diamond Artisanship,Palanpur,Gujarat,Banaskantha,Handicraft,Floral Hydro-Distillation and Diamond Cleaving,Arts & Crafts Tourism,"Historic 200-year-old hydro-distillation of fragrant ittar (Kewra, Champa, Mogra) patronized by the Nawabs of Palanpur, alongside traditional manual diamond sorting and polishing.",State,Not Listed,Not GI Registered,Yes,"Department of Industries, Government of Gujarat",https://banaskantha.nic.in/,Documented in state industrial and craft surveys.,Centered in Palanpur city.
CULT_0339,Patan Patola Double Ikat Silk Weaving,Patan,Gujarat,Patan,Handloom/Textile,Double-Ikat Silk Weaving on Slanted Handlooms,Arts & Crafts Tourism,"Exquisite 900-year-old double ikat silk weaving where both warp and weft threads are tie-dyed before weaving so patterns align precisely on both sides, preserved by the Salvi community.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/23,Registered under GI Application No. 23 as Patan Patola.,Preserved by master weavers of the Salvi family in Patan.
CULT_0340,Porbandar Stone Carving and Gandhian Pacifist Heritage,Porbandar,Gujarat,Porbandar,Traditional Architecture,Miliolite Limestone Masonry and Kirti Mandir Memorial,Heritage Tourism,"Architectural stone carving using cream-colored Porbandar limestone, alongside the living pacifist philosophical heritage centered at Kirti Mandir, the birthplace of Mahatma Gandhi.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Gandhi Smriti,https://porbandar.nic.in/,Centrally protected national memorial monument.,Directly located in Porbandar city.
CULT_0341,Rajkot Patola Single Ikat Weaving,Rajkot,Gujarat,Rajkot,Handloom/Textile,Single Ikat Silk Saree Weaving,Arts & Crafts Tourism,Traditional handloom silk weaving craft developed in Saurashtra using single ikat warp-dyeing techniques to weave vibrant geometric and elephant motifs into affordable patola sarees.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/150,Registered under GI Application No. 150 as Rajkot Patola.,Practiced in weaver cooperatives in Rajkot.
CULT_0342,Surat Zari Craft (Real Gold and Silver Thread Making),Surat,Gujarat,Surat,Handicraft,Electrochemical Gold and Silver Thread Drawing,Arts & Crafts Tourism,"Century-old metallic thread manufacturing where pure silver is electroplated with gold, drawn through diamond dies into hair-thin wire, and wound around silk yarn (Kasab).",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/146,Registered under GI Application No. 146 as Surat Zari Craft.,Centered in the historic artisan quarters of Surat.
CULT_0343,Tangaliya Handwoven Shawl Craft,Surendranagar,Gujarat,Surendranagar,Handloom/Textile,Beaded Dot Geometric Wool Weaving (Dana Technique),Arts & Crafts Tourism,"Rare 700-year-old weaving technique practiced by the Dangasia community, twisting small raw cotton or acrylic dots (Dana) onto warp threads during weaving to create raised beaded patterns.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/88,Registered under GI Application No. 88 as Tangaliya Shawl.,Practiced across the Dangasia weaving villages of Surendranagar.
CULT_0344,Valsadi Alphonso Mango Cultivation and Warli Folklore,Valsad,Gujarat,Valsad,Traditional Product,Coastal Hafoos Mango Orchards and Tribal Lore,Culinary Tourism,"Cultivation of the aromatic Valsadi Hafoos (Alphonso) mango in sea-breeze microclimates, alongside the oral traditions and folk dance of the Dhodia and Warli tribal communities.",State,Not Listed,Not GI Registered,Yes,Gujarat Agro Industries Corporation / Gujarat Tourism,https://valsad.nic.in/,Documented in state agricultural and tribal culture profiles.,Cultivated in coastal groves around Valsad.
CULT_0345,Veraval Kharwa Boat-Building Craft and Somnath Rituals,Veraval,Gujarat,Gir Somnath,Handicraft,Wooden Shipbuilding and Coastal Jyotirlinga Rites,Heritage Tourism,"Hereditary artisan craft by Kharwa carpenters building massive ocean-going wooden vessels (Dhows/Vahan) without formal blueprints, alongside temple rituals at Somnath Jyotirlinga.",National,Not Listed,Not GI Registered,Yes,Gujarat Maritime Board / Shri Somnath Trust,https://www.somnath.org/,Documented coastal artisanal shipbuilding yard and ancient shrine.,Located at Veraval port and Somnath.
CULT_0346,Ahmednagar Traditional Brass Metalcasting and Copperware,Ahmadnagar,Maharashtra,Ahmednagar,Handicraft,Hammered Sheet Copper Water Vessels and Utensils,Arts & Crafts Tourism,"Traditional Tambat coppersmith craft hand-hammering heavy sheet copper water storage containers (Gagars), water boilers, and puja utensils.",Institutional,Not Listed,Not GI Registered,Yes,Maharashtra Small Scale Industries Development Corporation (MSSIDC),https://ahmednagar.nic.in/,Documented metalcraft cluster in MSSIDC craft directory.,Practiced by Tambat artisan families in Ahmednagar.
CULT_0347,Akola Textile Block Printing and Varadi Folk Theatre,Akola,Maharashtra,Akola,Handicraft,Natural Dye Block Printing and Regional Drama,Cultural Tourism,"Traditional wooden block printing on cotton fabric, paired with the distinctive Varadi dialect folk theatre and Tamasha storytelling.",State,Not Listed,Not GI Registered,Yes,"Directorate of Cultural Affairs, Government of Maharashtra",https://maharashtratourism.gov.in/,Documented in state cultural directory on Vidarbha traditions.,Practiced in Akola and surrounding Vidarbha villages.
CULT_0348,Amravati Korku Tribal Gadli Dance and Vidarbha Handlooms,Amravati,Maharashtra,Amravati,Tribal/Indigenous Culture,Indigenous Tribal Dance with Flute and Handloom Weaving,Indigenous/Tribal Tourism,"Traditional ritualistic dances of the Korku tribe in Melghat forest performed to the bamboo flute (Bansuri) and Timki drum, alongside pit-loom cotton khadi weaving.",State,Not Listed,Not GI Registered,Yes,"Tribal Research and Training Institute, Pune",https://trti.maharashtra.gov.in/,Documented indigenous culture under TRTI Maharashtra.,Practiced across the Melghat tribal tract of Amravati district.
CULT_0349,Paithani Sarees and Fabrics Handloom Weaving,Aurangabad,Maharashtra,Chhatrapati Sambhajinagar,Handloom/Textile,Pure Silk Tapestry Weaving with Solid Gold Zari Pallu,Arts & Crafts Tourism,"Over 2,000-year-old royal weaving art patronized by the Satavahanas and Peshwas, woven using pure mulberry silk and real silver-gold zari with interlocking tapestry weave depicting peacocks (Mor) and lotus medallions.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/84,Registered under GI Application No. 84 as Paithani Sarees and Fabrics.,Practiced in Paithan and weaving quarters in Aurangabad district.
CULT_0350,Himroo Shawls and Fabrics Handloom Weaving,Aurangabad,Maharashtra,Chhatrapati Sambhajinagar,Handloom/Textile,Extra-Weft Cotton and Silk Brocade Weaving,Arts & Crafts Tourism,"14th-century courtly textile craft brought from Delhi by Muhammad bin Tughlaq, replicating Persian kincob brocades with spun silk and cotton extra-weft yarns on throw-shuttle pit looms.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/375,Registered under GI Application No. 375 as Aurangabad Himroo Shawls.,Centered in the historic weaver mohallas of Aurangabad city.
CULT_0351,Bhandara Art Brassware (Peetal Nagari of Maharashtra),Bhandara,Maharashtra,Bhandara,Handicraft,Hand-Hammered Sheet Brass Cookware and Utensils,Arts & Crafts Tourism,"Century-old artisan metalcraft where Kasar smiths hand-hammer brass sheets into heavy, durable cooking vessels (Handas, Degs) and ornamental artifacts, earning Bhandara the title 'Brass City'.",National,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Nationally recognized handicraft cluster in Ministry of Textiles directory.,Practiced across the artisan lanes of Bhandara.
